Cell_ID,Cell_class_id,Cell_class_name
814,3,Glutamatergic Neuron
815,2,GABA-ergic Neuron
816,6,Oligodendrocyte.2
817,3,Glutamatergic Neuron
818,2,GABA-ergic Neuron
819,3,Glutamatergic Neuron
820,3,Glutamatergic Neuron
821,3,Glutamatergic Neuron
822,2,GABA-ergic Neuron
823,2,GABA-ergic Neuron
824,3,Glutamatergic Neuron
825,2,GABA-ergic Neuron
826,2,GABA-ergic Neuron
827,2,GABA-ergic Neuron
828,0,Astrocyte
829,3,Glutamatergic Neuron
830,3,Glutamatergic Neuron
831,3,Glutamatergic Neuron
832,2,GABA-ergic Neuron
833,2,GABA-ergic Neuron
834,0,Astrocyte
835,2,GABA-ergic Neuron
836,2,GABA-ergic Neuron
837,3,Glutamatergic Neuron
838,3,Glutamatergic Neuron
839,2,GABA-ergic Neuron
840,1,Endothelial Cell
841,3,Glutamatergic Neuron
842,2,GABA-ergic Neuron
843,2,GABA-ergic Neuron
844,2,GABA-ergic Neuron
845,3,Glutamatergic Neuron
846,2,GABA-ergic Neuron
847,3,Glutamatergic Neuron
848,3,Glutamatergic Neuron
849,3,Glutamatergic Neuron
850,3,Glutamatergic Neuron
851,3,Glutamatergic Neuron
852,2,GABA-ergic Neuron
853,2,GABA-ergic Neuron
854,2,GABA-ergic Neuron
855,2,GABA-ergic Neuron
856,2,GABA-ergic Neuron
857,2,GABA-ergic Neuron
858,2,GABA-ergic Neuron
859,2,GABA-ergic Neuron
860,2,GABA-ergic Neuron
861,3,Glutamatergic Neuron
862,0,Astrocyte
863,2,GABA-ergic Neuron
864,2,GABA-ergic Neuron
865,2,GABA-ergic Neuron
866,2,GABA-ergic Neuron
867,2,GABA-ergic Neuron
868,2,GABA-ergic Neuron
869,3,Glutamatergic Neuron
870,3,Glutamatergic Neuron
871,2,GABA-ergic Neuron
872,2,GABA-ergic Neuron
873,2,GABA-ergic Neuron
874,3,Glutamatergic Neuron
875,2,GABA-ergic Neuron
876,4,Microglia
877,2,GABA-ergic Neuron
878,2,GABA-ergic Neuron
879,3,Glutamatergic Neuron
880,6,Oligodendrocyte.2
881,2,GABA-ergic Neuron
882,0,Astrocyte
883,2,GABA-ergic Neuron
884,2,GABA-ergic Neuron
885,2,GABA-ergic Neuron
886,2,GABA-ergic Neuron
887,2,GABA-ergic Neuron
888,3,Glutamatergic Neuron
889,6,Oligodendrocyte.2
890,3,Glutamatergic Neuron
891,3,Glutamatergic Neuron
892,3,Glutamatergic Neuron
893,3,Glutamatergic Neuron
894,3,Glutamatergic Neuron
895,3,Glutamatergic Neuron
896,5,Oligodendrocyte.1
897,3,Glutamatergic Neuron
898,3,Glutamatergic Neuron
899,2,GABA-ergic Neuron
900,3,Glutamatergic Neuron
901,7,Oligodendrocyte.3
902,2,GABA-ergic Neuron
903,2,GABA-ergic Neuron
904,3,Glutamatergic Neuron
905,6,Oligodendrocyte.2
906,7,Oligodendrocyte.3
907,2,GABA-ergic Neuron
908,3,Glutamatergic Neuron
909,6,Oligodendrocyte.2
910,0,Astrocyte
911,3,Glutamatergic Neuron
912,3,Glutamatergic Neuron
913,2,GABA-ergic Neuron
914,2,GABA-ergic Neuron
915,2,GABA-ergic Neuron
916,3,Glutamatergic Neuron
917,2,GABA-ergic Neuron
918,2,GABA-ergic Neuron
919,3,Glutamatergic Neuron
920,6,Oligodendrocyte.2
921,2,GABA-ergic Neuron
922,2,GABA-ergic Neuron
923,2,GABA-ergic Neuron
924,3,Glutamatergic Neuron
925,3,Glutamatergic Neuron
926,2,GABA-ergic Neuron
927,3,Glutamatergic Neuron
928,4,Microglia
929,2,GABA-ergic Neuron
930,2,GABA-ergic Neuron
931,3,Glutamatergic Neuron
932,3,Glutamatergic Neuron
933,2,GABA-ergic Neuron
934,3,Glutamatergic Neuron
935,2,GABA-ergic Neuron
936,3,Glutamatergic Neuron
937,2,GABA-ergic Neuron
938,3,Glutamatergic Neuron
939,3,Glutamatergic Neuron
940,2,GABA-ergic Neuron
941,2,GABA-ergic Neuron
942,2,GABA-ergic Neuron
943,3,Glutamatergic Neuron
944,3,Glutamatergic Neuron
945,3,Glutamatergic Neuron
946,3,Glutamatergic Neuron
947,3,Glutamatergic Neuron
948,3,Glutamatergic Neuron
949,0,Astrocyte
950,3,Glutamatergic Neuron
951,3,Glutamatergic Neuron
952,3,Glutamatergic Neuron
953,2,GABA-ergic Neuron
954,3,Glutamatergic Neuron
955,3,Glutamatergic Neuron
956,3,Glutamatergic Neuron
957,3,Glutamatergic Neuron
958,3,Glutamatergic Neuron
959,3,Glutamatergic Neuron
960,3,Glutamatergic Neuron
961,2,GABA-ergic Neuron
962,0,Astrocyte
963,3,Glutamatergic Neuron
964,3,Glutamatergic Neuron
965,0,Astrocyte
966,0,Astrocyte
967,3,Glutamatergic Neuron
968,2,GABA-ergic Neuron
969,4,Microglia
970,2,GABA-ergic Neuron
971,3,Glutamatergic Neuron
972,3,Glutamatergic Neuron
973,2,GABA-ergic Neuron
974,2,GABA-ergic Neuron
975,2,GABA-ergic Neuron
976,3,Glutamatergic Neuron
977,3,Glutamatergic Neuron
978,0,Astrocyte
979,2,GABA-ergic Neuron
980,3,Glutamatergic Neuron
981,0,Astrocyte
982,2,GABA-ergic Neuron
983,2,GABA-ergic Neuron
984,3,Glutamatergic Neuron
985,3,Glutamatergic Neuron
986,3,Glutamatergic Neuron
987,6,Oligodendrocyte.2
988,2,GABA-ergic Neuron
989,2,GABA-ergic Neuron
990,2,GABA-ergic Neuron
991,2,GABA-ergic Neuron
992,2,GABA-ergic Neuron
993,2,GABA-ergic Neuron
994,3,Glutamatergic Neuron
995,3,Glutamatergic Neuron
996,3,Glutamatergic Neuron
997,2,GABA-ergic Neuron
998,3,Glutamatergic Neuron
999,3,Glutamatergic Neuron
1000,2,GABA-ergic Neuron
1001,2,GABA-ergic Neuron
1002,2,GABA-ergic Neuron
1003,0,Astrocyte
1004,2,GABA-ergic Neuron
1005,3,Glutamatergic Neuron
1006,3,Glutamatergic Neuron
1007,3,Glutamatergic Neuron
1008,3,Glutamatergic Neuron
1009,3,Glutamatergic Neuron
1010,0,Astrocyte
1011,2,GABA-ergic Neuron
1012,2,GABA-ergic Neuron
1013,2,GABA-ergic Neuron
1014,3,Glutamatergic Neuron
1015,3,Glutamatergic Neuron
1016,3,Glutamatergic Neuron
1017,3,Glutamatergic Neuron
1018,2,GABA-ergic Neuron
1019,3,Glutamatergic Neuron
1020,2,GABA-ergic Neuron
1021,3,Glutamatergic Neuron
1022,4,Microglia
1023,2,GABA-ergic Neuron
1024,0,Astrocyte
1025,3,Glutamatergic Neuron
1026,3,Glutamatergic Neuron
1027,3,Glutamatergic Neuron
1028,3,Glutamatergic Neuron
1029,3,Glutamatergic Neuron
1030,3,Glutamatergic Neuron
1031,2,GABA-ergic Neuron
1032,3,Glutamatergic Neuron
1033,2,GABA-ergic Neuron
1034,3,Glutamatergic Neuron
1035,3,Glutamatergic Neuron
1036,3,Glutamatergic Neuron
1037,2,GABA-ergic Neuron
1038,3,Glutamatergic Neuron
1039,3,Glutamatergic Neuron
1040,2,GABA-ergic Neuron
1041,1,Endothelial Cell
1042,3,Glutamatergic Neuron
1043,0,Astrocyte
1044,3,Glutamatergic Neuron
1045,3,Glutamatergic Neuron
1046,2,GABA-ergic Neuron
1047,2,GABA-ergic Neuron
1048,3,Glutamatergic Neuron
1049,2,GABA-ergic Neuron
1050,7,Oligodendrocyte.3
1051,3,Glutamatergic Neuron
1052,3,Glutamatergic Neuron
1053,3,Glutamatergic Neuron
1054,3,Glutamatergic Neuron
1055,2,GABA-ergic Neuron
1056,3,Glutamatergic Neuron
1057,4,Microglia
1058,3,Glutamatergic Neuron
1059,2,GABA-ergic Neuron
1060,3,Glutamatergic Neuron
1061,3,Glutamatergic Neuron
1062,3,Glutamatergic Neuron
1063,3,Glutamatergic Neuron
1064,2,GABA-ergic Neuron
1065,3,Glutamatergic Neuron
1066,3,Glutamatergic Neuron
1067,4,Microglia
1068,2,GABA-ergic Neuron
1069,2,GABA-ergic Neuron
1070,6,Oligodendrocyte.2
1071,3,Glutamatergic Neuron
1072,7,Oligodendrocyte.3
1073,2,GABA-ergic Neuron
1074,2,GABA-ergic Neuron
1075,2,GABA-ergic Neuron
1076,3,Glutamatergic Neuron
1077,2,GABA-ergic Neuron
1078,2,GABA-ergic Neuron
1079,2,GABA-ergic Neuron
1080,3,Glutamatergic Neuron
1081,2,GABA-ergic Neuron
1082,2,GABA-ergic Neuron
1083,3,Glutamatergic Neuron
1084,3,Glutamatergic Neuron
1085,2,GABA-ergic Neuron
1086,2,GABA-ergic Neuron
1087,2,GABA-ergic Neuron
1088,3,Glutamatergic Neuron
1089,7,Oligodendrocyte.3
1090,2,GABA-ergic Neuron
1091,3,Glutamatergic Neuron
1092,2,GABA-ergic Neuron
1093,2,GABA-ergic Neuron
1094,3,Glutamatergic Neuron
1095,2,GABA-ergic Neuron
1096,2,GABA-ergic Neuron
1097,2,GABA-ergic Neuron
1098,2,GABA-ergic Neuron
1099,3,Glutamatergic Neuron
1100,2,GABA-ergic Neuron
1101,3,Glutamatergic Neuron
1102,3,Glutamatergic Neuron
1103,3,Glutamatergic Neuron
1104,3,Glutamatergic Neuron
1105,3,Glutamatergic Neuron
1106,3,Glutamatergic Neuron
1107,3,Glutamatergic Neuron
1108,3,Glutamatergic Neuron
1109,3,Glutamatergic Neuron
1110,7,Oligodendrocyte.3
1111,3,Glutamatergic Neuron
1112,3,Glutamatergic Neuron
1113,3,Glutamatergic Neuron
1114,3,Glutamatergic Neuron
1115,3,Glutamatergic Neuron
1116,3,Glutamatergic Neuron
1117,3,Glutamatergic Neuron
1118,2,GABA-ergic Neuron
1119,3,Glutamatergic Neuron
1120,3,Glutamatergic Neuron
1121,4,Microglia
1122,2,GABA-ergic Neuron
1123,6,Oligodendrocyte.2
1124,2,GABA-ergic Neuron
1125,3,Glutamatergic Neuron
1126,3,Glutamatergic Neuron
1127,2,GABA-ergic Neuron
1128,3,Glutamatergic Neuron
1129,3,Glutamatergic Neuron
1130,2,GABA-ergic Neuron
1131,3,Glutamatergic Neuron
1132,3,Glutamatergic Neuron
1133,3,Glutamatergic Neuron
1134,5,Oligodendrocyte.1
1135,3,Glutamatergic Neuron
1136,2,GABA-ergic Neuron
1137,4,Microglia
1138,3,Glutamatergic Neuron
1139,3,Glutamatergic Neuron
1140,3,Glutamatergic Neuron
1141,7,Oligodendrocyte.3
1142,3,Glutamatergic Neuron
1143,2,GABA-ergic Neuron
1144,2,GABA-ergic Neuron
1145,3,Glutamatergic Neuron
1146,2,GABA-ergic Neuron
1147,5,Oligodendrocyte.1
1148,2,GABA-ergic Neuron
1149,2,GABA-ergic Neuron
1150,3,Glutamatergic Neuron
1151,3,Glutamatergic Neuron
1152,3,Glutamatergic Neuron
1153,0,Astrocyte
1154,3,Glutamatergic Neuron
1155,3,Glutamatergic Neuron
1156,3,Glutamatergic Neuron
1157,3,Glutamatergic Neuron
1158,3,Glutamatergic Neuron
1159,3,Glutamatergic Neuron
1160,2,GABA-ergic Neuron
1161,3,Glutamatergic Neuron
1162,3,Glutamatergic Neuron
1163,3,Glutamatergic Neuron
1164,3,Glutamatergic Neuron
1165,3,Glutamatergic Neuron
1166,3,Glutamatergic Neuron
1167,3,Glutamatergic Neuron
1168,3,Glutamatergic Neuron
1169,3,Glutamatergic Neuron
1170,3,Glutamatergic Neuron
1171,3,Glutamatergic Neuron
1172,2,GABA-ergic Neuron
1173,3,Glutamatergic Neuron
1174,3,Glutamatergic Neuron
1175,3,Glutamatergic Neuron
1176,3,Glutamatergic Neuron
1177,3,Glutamatergic Neuron
1178,0,Astrocyte
1179,3,Glutamatergic Neuron
1180,3,Glutamatergic Neuron
1181,4,Microglia
1182,3,Glutamatergic Neuron
1183,2,GABA-ergic Neuron
1184,3,Glutamatergic Neuron
1185,2,GABA-ergic Neuron
1186,3,Glutamatergic Neuron
1187,2,GABA-ergic Neuron
1188,6,Oligodendrocyte.2
1189,3,Glutamatergic Neuron
1190,3,Glutamatergic Neuron
1191,3,Glutamatergic Neuron
1192,3,Glutamatergic Neuron
1193,2,GABA-ergic Neuron
1194,3,Glutamatergic Neuron
1195,3,Glutamatergic Neuron
1196,3,Glutamatergic Neuron
1197,3,Glutamatergic Neuron
1198,3,Glutamatergic Neuron
1199,3,Glutamatergic Neuron
1200,3,Glutamatergic Neuron
1201,2,GABA-ergic Neuron
1202,3,Glutamatergic Neuron
1203,3,Glutamatergic Neuron
1204,3,Glutamatergic Neuron
1205,2,GABA-ergic Neuron
1206,4,Microglia
1207,3,Glutamatergic Neuron
1208,3,Glutamatergic Neuron
1209,3,Glutamatergic Neuron
1210,7,Oligodendrocyte.3
1211,3,Glutamatergic Neuron
1212,2,GABA-ergic Neuron
1213,3,Glutamatergic Neuron
1214,3,Glutamatergic Neuron
1215,3,Glutamatergic Neuron
1216,3,Glutamatergic Neuron
1217,2,GABA-ergic Neuron
1218,3,Glutamatergic Neuron
1219,3,Glutamatergic Neuron
1220,0,Astrocyte
1221,3,Glutamatergic Neuron
1222,2,GABA-ergic Neuron
1223,3,Glutamatergic Neuron
1224,3,Glutamatergic Neuron
1225,3,Glutamatergic Neuron
1226,2,GABA-ergic Neuron
1227,3,Glutamatergic Neuron
1228,2,GABA-ergic Neuron
1229,3,Glutamatergic Neuron
1230,3,Glutamatergic Neuron
1231,3,Glutamatergic Neuron
1232,2,GABA-ergic Neuron
1233,3,Glutamatergic Neuron
1234,3,Glutamatergic Neuron
1235,3,Glutamatergic Neuron
1236,2,GABA-ergic Neuron
1237,3,Glutamatergic Neuron
1238,3,Glutamatergic Neuron
1239,2,GABA-ergic Neuron
1240,2,GABA-ergic Neuron
1241,3,Glutamatergic Neuron
1242,0,Astrocyte
1243,0,Astrocyte
1244,2,GABA-ergic Neuron
1245,2,GABA-ergic Neuron
1246,0,Astrocyte
1247,3,Glutamatergic Neuron
1248,2,GABA-ergic Neuron
1249,2,GABA-ergic Neuron
1250,0,Astrocyte
1251,3,Glutamatergic Neuron
1252,2,GABA-ergic Neuron
1253,3,Glutamatergic Neuron
1254,0,Astrocyte
1255,3,Glutamatergic Neuron
1256,2,GABA-ergic Neuron
1257,3,Glutamatergic Neuron
1258,2,GABA-ergic Neuron
1259,2,GABA-ergic Neuron
1260,2,GABA-ergic Neuron
1261,2,GABA-ergic Neuron
1262,2,GABA-ergic Neuron
1263,2,GABA-ergic Neuron
1264,3,Glutamatergic Neuron
1265,3,Glutamatergic Neuron
1266,3,Glutamatergic Neuron
1267,3,Glutamatergic Neuron
1268,2,GABA-ergic Neuron
1269,3,Glutamatergic Neuron
1270,2,GABA-ergic Neuron
1271,3,Glutamatergic Neuron
1272,3,Glutamatergic Neuron
1273,3,Glutamatergic Neuron
1274,3,Glutamatergic Neuron
1275,3,Glutamatergic Neuron
1276,3,Glutamatergic Neuron
1277,2,GABA-ergic Neuron
1278,3,Glutamatergic Neuron
1279,2,GABA-ergic Neuron
1280,3,Glutamatergic Neuron
1281,3,Glutamatergic Neuron
1282,7,Oligodendrocyte.3
1283,3,Glutamatergic Neuron
1284,3,Glutamatergic Neuron
1285,3,Glutamatergic Neuron
1286,3,Glutamatergic Neuron
1287,2,GABA-ergic Neuron
1288,3,Glutamatergic Neuron
1289,3,Glutamatergic Neuron
1290,2,GABA-ergic Neuron
1291,2,GABA-ergic Neuron
1292,3,Glutamatergic Neuron
1293,3,Glutamatergic Neuron
1294,0,Astrocyte
1295,3,Glutamatergic Neuron
1296,2,GABA-ergic Neuron
1297,3,Glutamatergic Neuron
1298,3,Glutamatergic Neuron
1299,3,Glutamatergic Neuron
1300,2,GABA-ergic Neuron
1301,2,GABA-ergic Neuron
1302,3,Glutamatergic Neuron
1303,2,GABA-ergic Neuron
1304,0,Astrocyte
1305,2,GABA-ergic Neuron
1306,3,Glutamatergic Neuron
1307,2,GABA-ergic Neuron
1308,3,Glutamatergic Neuron
1309,3,Glutamatergic Neuron
1310,3,Glutamatergic Neuron
1311,2,GABA-ergic Neuron
1312,3,Glutamatergic Neuron
1313,3,Glutamatergic Neuron
1314,3,Glutamatergic Neuron
1315,2,GABA-ergic Neuron
1316,3,Glutamatergic Neuron
1317,0,Astrocyte
1318,3,Glutamatergic Neuron
1319,2,GABA-ergic Neuron
1320,3,Glutamatergic Neuron
1321,3,Glutamatergic Neuron
1322,3,Glutamatergic Neuron
1323,3,Glutamatergic Neuron
1324,3,Glutamatergic Neuron
1325,2,GABA-ergic Neuron
1326,2,GABA-ergic Neuron
1327,0,Astrocyte
1328,3,Glutamatergic Neuron
1329,0,Astrocyte
1330,3,Glutamatergic Neuron
1331,3,Glutamatergic Neuron
1332,0,Astrocyte
1333,3,Glutamatergic Neuron
1334,2,GABA-ergic Neuron
1335,2,GABA-ergic Neuron
1336,2,GABA-ergic Neuron
1337,3,Glutamatergic Neuron
1338,3,Glutamatergic Neuron
1339,3,Glutamatergic Neuron
1340,2,GABA-ergic Neuron
1341,2,GABA-ergic Neuron
1342,2,GABA-ergic Neuron
1343,2,GABA-ergic Neuron
1344,2,GABA-ergic Neuron
1345,3,Glutamatergic Neuron
1346,3,Glutamatergic Neuron
1347,3,Glutamatergic Neuron
1348,2,GABA-ergic Neuron
1349,2,GABA-ergic Neuron
1350,2,GABA-ergic Neuron
1351,2,GABA-ergic Neuron
1352,2,GABA-ergic Neuron
1353,3,Glutamatergic Neuron
1354,5,Oligodendrocyte.1
1355,2,GABA-ergic Neuron
1356,2,GABA-ergic Neuron
1357,3,Glutamatergic Neuron
1358,0,Astrocyte
1359,2,GABA-ergic Neuron
1360,3,Glutamatergic Neuron
1361,3,Glutamatergic Neuron
1362,0,Astrocyte
1363,3,Glutamatergic Neuron
1364,2,GABA-ergic Neuron
1365,2,GABA-ergic Neuron
1366,2,GABA-ergic Neuron
1367,3,Glutamatergic Neuron
1368,2,GABA-ergic Neuron
1369,2,GABA-ergic Neuron
1370,3,Glutamatergic Neuron
1371,2,GABA-ergic Neuron
1372,2,GABA-ergic Neuron
1373,3,Glutamatergic Neuron
1374,2,GABA-ergic Neuron
1375,3,Glutamatergic Neuron
1376,3,Glutamatergic Neuron
1377,0,Astrocyte
1378,3,Glutamatergic Neuron
1379,2,GABA-ergic Neuron
1380,3,Glutamatergic Neuron
1381,3,Glutamatergic Neuron
1382,3,Glutamatergic Neuron
1383,3,Glutamatergic Neuron
1384,3,Glutamatergic Neuron
1385,3,Glutamatergic Neuron
1386,3,Glutamatergic Neuron
1387,3,Glutamatergic Neuron
1388,3,Glutamatergic Neuron
1389,2,GABA-ergic Neuron
1390,3,Glutamatergic Neuron
1391,0,Astrocyte
1392,3,Glutamatergic Neuron
1393,3,Glutamatergic Neuron
1394,3,Glutamatergic Neuron
1395,3,Glutamatergic Neuron
1396,3,Glutamatergic Neuron
1397,3,Glutamatergic Neuron
1398,3,Glutamatergic Neuron
1399,3,Glutamatergic Neuron
1400,2,GABA-ergic Neuron
1401,2,GABA-ergic Neuron
1402,3,Glutamatergic Neuron
1403,3,Glutamatergic Neuron
1404,3,Glutamatergic Neuron
1405,3,Glutamatergic Neuron
1406,6,Oligodendrocyte.2
1407,3,Glutamatergic Neuron
1408,3,Glutamatergic Neuron
1409,3,Glutamatergic Neuron
1410,3,Glutamatergic Neuron
1411,3,Glutamatergic Neuron
1412,3,Glutamatergic Neuron
1413,0,Astrocyte
1414,3,Glutamatergic Neuron
1415,3,Glutamatergic Neuron
1416,3,Glutamatergic Neuron
1417,3,Glutamatergic Neuron
1418,0,Astrocyte
1419,3,Glutamatergic Neuron
1420,3,Glutamatergic Neuron
1421,2,GABA-ergic Neuron
1422,3,Glutamatergic Neuron
1423,3,Glutamatergic Neuron
1424,0,Astrocyte
1425,3,Glutamatergic Neuron
1426,3,Glutamatergic Neuron
1427,3,Glutamatergic Neuron
1428,0,Astrocyte
1429,3,Glutamatergic Neuron
1430,2,GABA-ergic Neuron
1431,2,GABA-ergic Neuron
1432,3,Glutamatergic Neuron
1433,2,GABA-ergic Neuron
1434,3,Glutamatergic Neuron
1435,3,Glutamatergic Neuron
1436,3,Glutamatergic Neuron
1437,3,Glutamatergic Neuron
1438,3,Glutamatergic Neuron
1439,3,Glutamatergic Neuron
1440,3,Glutamatergic Neuron
1441,3,Glutamatergic Neuron
1442,3,Glutamatergic Neuron
1443,3,Glutamatergic Neuron
1444,2,GABA-ergic Neuron
1445,2,GABA-ergic Neuron
1446,3,Glutamatergic Neuron
1447,3,Glutamatergic Neuron
1448,3,Glutamatergic Neuron
1449,3,Glutamatergic Neuron
1450,3,Glutamatergic Neuron
1451,3,Glutamatergic Neuron
1452,3,Glutamatergic Neuron
1453,3,Glutamatergic Neuron
1454,3,Glutamatergic Neuron
1455,3,Glutamatergic Neuron
1456,3,Glutamatergic Neuron
1457,3,Glutamatergic Neuron
1458,3,Glutamatergic Neuron
1459,3,Glutamatergic Neuron
1460,3,Glutamatergic Neuron
1461,2,GABA-ergic Neuron
1462,3,Glutamatergic Neuron
1463,3,Glutamatergic Neuron
1464,3,Glutamatergic Neuron
1465,3,Glutamatergic Neuron
1466,3,Glutamatergic Neuron
1467,2,GABA-ergic Neuron
1468,3,Glutamatergic Neuron
1469,3,Glutamatergic Neuron
1470,2,GABA-ergic Neuron
1471,3,Glutamatergic Neuron
1472,2,GABA-ergic Neuron
1473,3,Glutamatergic Neuron
1474,3,Glutamatergic Neuron
1475,3,Glutamatergic Neuron
1476,3,Glutamatergic Neuron
1477,3,Glutamatergic Neuron
1478,3,Glutamatergic Neuron
1479,2,GABA-ergic Neuron
1480,2,GABA-ergic Neuron
1481,3,Glutamatergic Neuron
1482,2,GABA-ergic Neuron
1483,1,Endothelial Cell
1484,2,GABA-ergic Neuron
1485,2,GABA-ergic Neuron
1486,3,Glutamatergic Neuron
1487,3,Glutamatergic Neuron
1488,3,Glutamatergic Neuron
1489,2,GABA-ergic Neuron
1490,3,Glutamatergic Neuron
1491,2,GABA-ergic Neuron
1492,2,GABA-ergic Neuron
1493,3,Glutamatergic Neuron
1494,3,Glutamatergic Neuron
1495,3,Glutamatergic Neuron
1496,3,Glutamatergic Neuron
1497,2,GABA-ergic Neuron
1498,3,Glutamatergic Neuron
1499,3,Glutamatergic Neuron
1500,3,Glutamatergic Neuron
1501,3,Glutamatergic Neuron
1502,3,Glutamatergic Neuron
1503,2,GABA-ergic Neuron
1504,2,GABA-ergic Neuron
1505,2,GABA-ergic Neuron
1506,2,GABA-ergic Neuron
1507,3,Glutamatergic Neuron
1508,3,Glutamatergic Neuron
1509,7,Oligodendrocyte.3
1510,3,Glutamatergic Neuron
1511,2,GABA-ergic Neuron
1512,3,Glutamatergic Neuron
1513,2,GABA-ergic Neuron
1514,2,GABA-ergic Neuron
1515,3,Glutamatergic Neuron
1516,0,Astrocyte
1517,3,Glutamatergic Neuron
1518,0,Astrocyte
1519,2,GABA-ergic Neuron
1520,3,Glutamatergic Neuron
1521,3,Glutamatergic Neuron
1522,3,Glutamatergic Neuron
1523,2,GABA-ergic Neuron
1524,2,GABA-ergic Neuron
1525,3,Glutamatergic Neuron
1526,2,GABA-ergic Neuron
1527,3,Glutamatergic Neuron
1528,2,GABA-ergic Neuron
1529,3,Glutamatergic Neuron
1530,3,Glutamatergic Neuron
1531,3,Glutamatergic Neuron
1532,3,Glutamatergic Neuron
1533,3,Glutamatergic Neuron
1534,7,Oligodendrocyte.3
1535,3,Glutamatergic Neuron
1536,3,Glutamatergic Neuron
1537,3,Glutamatergic Neuron
1538,2,GABA-ergic Neuron
1539,2,GABA-ergic Neuron
1540,3,Glutamatergic Neuron
1541,2,GABA-ergic Neuron
1542,3,Glutamatergic Neuron
1543,3,Glutamatergic Neuron
1544,2,GABA-ergic Neuron
1545,7,Oligodendrocyte.3
1546,2,GABA-ergic Neuron
1547,3,Glutamatergic Neuron
1548,2,GABA-ergic Neuron
1549,2,GABA-ergic Neuron
1550,3,Glutamatergic Neuron
1551,3,Glutamatergic Neuron
1552,3,Glutamatergic Neuron
1553,0,Astrocyte
1554,3,Glutamatergic Neuron
1555,3,Glutamatergic Neuron
1556,0,Astrocyte
1557,0,Astrocyte
1558,3,Glutamatergic Neuron
1559,7,Oligodendrocyte.3
1560,3,Glutamatergic Neuron
1561,0,Astrocyte
1562,3,Glutamatergic Neuron
1563,2,GABA-ergic Neuron
1564,2,GABA-ergic Neuron
1565,3,Glutamatergic Neuron
1566,0,Astrocyte
1567,3,Glutamatergic Neuron
1568,3,Glutamatergic Neuron
1569,2,GABA-ergic Neuron
1570,2,GABA-ergic Neuron
1571,3,Glutamatergic Neuron
1572,3,Glutamatergic Neuron
1573,3,Glutamatergic Neuron
1574,3,Glutamatergic Neuron
1575,3,Glutamatergic Neuron
1576,3,Glutamatergic Neuron
1577,3,Glutamatergic Neuron
1578,3,Glutamatergic Neuron
1579,3,Glutamatergic Neuron
1580,0,Astrocyte
1581,3,Glutamatergic Neuron
1582,2,GABA-ergic Neuron
1583,3,Glutamatergic Neuron
1584,3,Glutamatergic Neuron
1585,2,GABA-ergic Neuron
1586,2,GABA-ergic Neuron
1587,2,GABA-ergic Neuron
1588,0,Astrocyte
1589,3,Glutamatergic Neuron
1590,0,Astrocyte
1591,3,Glutamatergic Neuron
1592,3,Glutamatergic Neuron
1593,3,Glutamatergic Neuron
1594,3,Glutamatergic Neuron
1595,3,Glutamatergic Neuron
1596,2,GABA-ergic Neuron
1597,2,GABA-ergic Neuron
